Frekuensi,Z-M1,Fase,Kategori
6500,3462.404,-8.866,diabetes
7000,3462.079,-8.974,diabetes
7500,3460.782,-8.529,diabetes
8000,3455.274,-8.482,diabetes
8500,3460.134,-8.412,diabetes
9000,3465.325,-8.386,diabetes
9500,3467.273,-8.418,diabetes
10000,3467.598,-7.686,diabetes
15000,3453.98,-6.487,diabetes
20000,3448.159,-5.653,diabetes
25000,3439.125,-4.411,diabetes
30000,3426.903,-2.828,diabetes
35000,3421.769,-0.982,diabetes
40000,3410.248,1.001,diabetes
45000,3411.526,3.062,diabetes
50000,3402.907,5.216,diabetes
55000,3393.673,7.402,diabetes
60000,3381.612,9.608,diabetes
65000,3368.016,11.827,diabetes
70000,3351.647,13.999,diabetes
75000,3334.42,16.182,diabetes
80000,3319.769,18.373,diabetes
85000,3299.922,20.537,diabetes
90000,3287.578,22.732,diabetes
95000,3269.455,24.889,diabetes
100000,3255.699,27.09,diabetes
100,4432.741,12.847,diabetes
150,4134.27,6.807,diabetes
200,3959.132,2.612,diabetes
250,3852.646,-0.199,diabetes
300,3788.573,-2.145,diabetes
350,3732.903,-3.601,diabetes
400,3700.517,-4.548,diabetes
450,3676.672,-5.317,diabetes
500,3651.268,-5.311,diabetes
550,3641.361,-6.536,diabetes
600,3624.682,-6.93,diabetes
650,3618.913,-7.232,diabetes
700,3606.39,-7.539,diabetes
750,3596.604,-7.778,diabetes
800,3588.862,-7.987,diabetes
850,3577.783,-8.142,diabetes
900,3575.102,-8.263,diabetes
950,3573.093,-8.439,diabetes
1000,3562.396,-8.487,diabetes
1500,3538.777,-9.112,diabetes
2000,3519.27,-9.427,diabetes
2500,3509.062,-9.529,diabetes
3000,3509.062,-9.531,diabetes
3500,3506.762,-9.581,diabetes
4000,3501.181,-9.566,diabetes
4500,3497.902,-9.558,diabetes
5000,3494.627,-9.525,diabetes
5500,3494.299,-9.524,diabetes
6000,3494.627,-9.495,diabetes
6500,3495.282,-9.466,diabetes
7000,3488.084,-9.434,diabetes
7500,3496.592,-9.419,diabetes
8000,3492.335,-9.371,diabetes
8500,3491.681,-9.244,diabetes
9000,3493.644,-9.244,diabetes
9500,3492.99,-9.115,diabetes
10000,3490.372,-9.061,diabetes
15000,3493.644,-8.169,diabetes
20000,3483.186,-7.038,diabetes
25000,3476.339,-5.588,diabetes
30000,3469.506,-3.926,diabetes
35000,3451.35,-2.019,diabetes
40000,3450.704,-0.035,diabetes
45000,3440.695,1.983,diabetes
50000,3432.003,4.155,diabetes
55000,3420.446,6.32,diabetes
60000,3411.485,8.538,diabetes
65000,3396.495,10.662,diabetes
70000,3381.889,12.851,diabetes
75000,3376.822,15.055,diabetes
80000,3365.136,17.302,diabetes
85000,3352.548,19.465,diabetes
90000,3338.444,21.604,diabetes
95000,3327.514,23.788,diabetes
100000,3318.174,25.935,diabetes
100,4474.467,13.42,diabetes
150,4177.099,6.704,diabetes
200,4006.898,2.445,diabetes
250,3902.783,-0.25,diabetes
300,3836.437,-2.14,diabetes
350,3780.418,-3.593,diabetes
400,3743.76,-4.562,diabetes
450,3717.894,-5.286,diabetes
500,3701.558,-5.287,diabetes
550,3684.258,-6.509,diabetes
600,3670.82,-6.917,diabetes
650,3659.83,-7.199,diabetes
700,3647.849,-7.527,diabetes
750,3646.823,-7.73,diabetes
800,3645.799,-7.883,diabetes
850,3630.8,-8.037,diabetes
900,3624.343,-8.205,diabetes
950,3621.966,-8.45,diabetes
1000,3621.627,-8.357,diabetes
1500,3582.144,-9.034,diabetes
2000,3577.448,-9.297,diabetes
2500,3556.394,-9.425,diabetes
3000,3556.061,-9.361,diabetes
3500,3551.067,-9.465,diabetes
4000,3548.406,-9.643,diabetes
4500,3548.073,-9.418,diabetes
5000,3545.747,-9.642,diabetes
5500,3546.08,-9.217,diabetes
6000,3535.133,-9.377,diabetes
6500,3546.412,-9.569,diabetes
7000,3535.464,-9.288,diabetes
7500,3534.138,-9.286,diabetes
8000,3536.458,-9.162,diabetes
8500,3540.435,-9.19,diabetes
9000,3537.452,-9.007,diabetes
9500,3539.109,-9.047,diabetes
10000,3535.133,-8.893,diabetes
15000,3533.145,-8.327,diabetes
20000,3526.201,-6.96,diabetes
25000,3514.327,-5.607,diabetes
30000,3507.42,-3.826,diabetes
35000,3505.777,-1.943,diabetes
40000,3492.99,0,diabetes
45000,3491.354,1.974,diabetes
50000,3478.62,4.165,diabetes
55000,3464.309,6.32,diabetes
60000,3456.851,8.538,diabetes
65000,3435.863,10.674,diabetes
70000,3429.752,12.811,diabetes
75000,3423.011,15.03,diabetes
80000,3408.29,17.236,diabetes
85000,3399.36,19.473,diabetes
90000,3386.327,21.614,diabetes
95000,3372.712,23.838,diabetes
100000,3362.93,25.917,diabetes
100,4494.213,13.616,diabetes
150,4210.892,6.766,diabetes
200,4039.314,2.455,diabetes
250,3940.259,-0.264,diabetes
300,3875.454,-2.03,diabetes
350,3836.078,-3.55,diabetes
400,3788.928,-4.459,diabetes
450,3782.898,-5.305,diabetes
500,3735.701,-5.275,diabetes
550,3721.03,-6.471,diabetes
600,3718.59,-6.954,diabetes
650,3700.171,-7.287,diabetes
700,3688.402,-7.599,diabetes
750,3678.395,-7.8,diabetes
800,3668.757,-8.003,diabetes
850,3667.383,-8.092,diabetes
900,3669.101,-8.306,diabetes
950,3657.432,-8.522,diabetes
1000,3655.033,-8.487,diabetes
1500,3630.12,-9.104,diabetes
2000,3606.728,-9.371,diabetes
2500,3603.687,-9.536,diabetes
3000,3593.91,-9.576,diabetes
3500,3583.15,-9.64,diabetes
4000,3588.526,-9.87,diabetes
4500,3585.837,-9.548,diabetes
5000,3586.845,-9.724,diabetes
5500,3584.494,-9.463,diabetes
6000,3580.466,-9.777,diabetes
6500,3574.098,-9.724,diabetes
7000,3582.144,-9.478,diabetes
7500,3584.494,-9.527,diabetes
8000,3582.144,-9.276,diabetes
8500,3585.837,-9.414,diabetes
9000,3581.473,-9.31,diabetes
9500,3575.102,-9.239,diabetes
10000,3577.783,-9.138,diabetes
15000,3566.404,-8.32,diabetes
20000,3573.763,-6.96,diabetes
25000,3575.772,-5.651,diabetes
30000,3559.394,-3.873,diabetes
35000,3552.73,-1.976,diabetes
40000,3544.087,-0.006,diabetes
45000,3541.099,1.99,diabetes
50000,3530.498,4.102,diabetes
55000,3521.909,6.36,diabetes
60000,3520.259,8.579,diabetes
65000,3491.354,10.664,diabetes
70000,3476.991,12.851,diabetes
75000,3464.958,15.019,diabetes
80000,3449.087,17.299,diabetes
85000,3432.324,19.475,diabetes
90000,3416.922,21.619,diabetes
95000,3404.779,23.811,diabetes
100000,3393.95,25.971,diabetes
100,4401.701,13.371,diabetes
150,4140.861,6.738,diabetes
200,3989.293,2.539,diabetes
250,3901.321,-0.292,diabetes
300,3836.797,-2.197,diabetes
350,3803.511,-3.622,diabetes
400,3769.807,-4.498,diabetes
450,3743.059,-5.354,diabetes
500,3723.122,-5.331,diabetes
550,3719.635,-6.558,diabetes
600,3707.805,-7.004,diabetes
650,3700.517,-7.302,diabetes
700,3693.589,-7.587,diabetes
750,3678.739,-7.831,diabetes
800,3676.672,-7.974,diabetes
850,3667.383,-8.136,diabetes
900,3667.726,-8.221,diabetes
950,3666.695,-8.453,diabetes
1000,3664.291,-8.456,diabetes
1500,3633.863,-9.112,diabetes
2000,3625.701,-9.412,diabetes
2500,3617.558,-9.629,diabetes
3000,3612.816,-9.582,diabetes
3500,3608.756,-9.755,diabetes
4000,3604.025,-9.854,diabetes
4500,3604.363,-9.721,diabetes
5000,3606.728,-9.714,diabetes
5500,3609.432,-9.611,diabetes
6000,3606.39,-9.511,diabetes
6500,3605.376,-9.821,diabetes
7000,3608.079,-9.631,diabetes
7500,3610.785,-9.669,diabetes
8000,3608.418,-9.58,diabetes
8500,3605.039,-9.486,diabetes
9000,3614.509,-9.329,diabetes
9500,3613.492,-9.38,diabetes
10000,3611.461,-9.178,diabetes
15000,3600.65,-8.268,diabetes
20000,3599.975,-7.031,diabetes
25000,3595.257,-5.701,diabetes
30000,3591.889,-3.865,diabetes
35000,3581.473,-1.988,diabetes
40000,3584.494,-0.05,diabetes
45000,3576.442,1.983,diabetes
50000,3564.066,4.118,diabetes
55000,3559.061,6.383,diabetes
60000,3557.727,8.545,diabetes
65000,3546.744,10.71,diabetes
70000,3544.419,12.848,diabetes
75000,3532.483,15.118,diabetes
80000,3515.974,17.322,diabetes
85000,3514.656,19.46,diabetes
90000,3495.609,21.635,diabetes
95000,3496.919,23.876,diabetes
100000,3483.838,25.94,diabetes
100,4540.346,13.18,diabetes
150,4248.54,6.648,diabetes
200,4098.403,2.385,diabetes
250,4008.776,-0.334,diabetes
300,3946.54,-2.204,diabetes
350,3911.203,-3.642,diabetes
400,3882.724,-4.581,diabetes
450,3849.76,-5.286,diabetes
500,3844.714,-5.287,diabetes
550,3828.896,-6.544,diabetes
600,3812.43,-6.996,diabetes
650,3803.154,-7.269,diabetes
700,3794.257,-7.593,diabetes
750,3781.127,-7.838,diabetes
800,3783.252,-7.983,diabetes
850,3780.772,-8.133,diabetes
900,3772.28,-8.279,diabetes
950,3768.747,-8.532,diabetes
1000,3768.041,-8.529,diabetes
1500,3744.111,-9.147,diabetes
2000,3722.076,-9.388,diabetes
2500,3713.368,-9.577,diabetes
3000,3710.933,-9.563,diabetes
3500,3707.805,-9.587,diabetes
4000,3700.517,-9.768,diabetes
4500,3700.171,-9.558,diabetes
5000,3699.131,-9.707,diabetes
5500,3698.092,-9.611,diabetes
6000,3698.438,-9.704,diabetes
6500,3701.904,-9.821,diabetes
7000,3701.904,-9.593,diabetes
7500,3696.705,-9.587,diabetes
8000,3699.478,-9.471,diabetes
8500,3697.052,-9.611,diabetes
9000,3696.359,-9.432,diabetes
9500,3693.244,-9.282,diabetes
10000,3696.359,-9.19,diabetes
15000,3689.44,-8.32,diabetes
20000,3688.402,-6.933,diabetes
25000,3682.532,-5.682,diabetes
30000,3681.152,-3.908,diabetes
35000,3668.757,-2.044,diabetes
40000,3654.349,0.013,diabetes
45000,3646.823,1.97,diabetes
50000,3643.068,4.173,diabetes
55000,3640.338,6.38,diabetes
60000,3633.863,8.597,diabetes
65000,3620.949,10.795,diabetes
70000,3615.863,12.854,diabetes
75000,3611.124,15.131,diabetes
80000,3604.701,17.36,diabetes
85000,3589.198,19.515,diabetes
90000,3576.107,21.604,diabetes
95000,3564.4,23.873,diabetes
100000,3563.064,25.985,diabetes
100,4441.47,12.84,diabetes
150,4189.249,6.616,diabetes
200,4045.374,2.359,diabetes
250,3969.904,-0.359,diabetes
300,3911.203,-2.234,diabetes
350,3862.405,-3.647,diabetes
400,3844.714,-4.584,diabetes
450,3835,-5.331,diabetes
500,3817.076,-5.327,diabetes
550,3809.217,-6.573,diabetes
600,3798.525,-6.998,diabetes
650,3787.863,-7.345,diabetes
700,3783.607,-7.599,diabetes
750,3772.28,-7.847,diabetes
800,3767.335,-8.035,diabetes
850,3755.705,-8.188,diabetes
900,3755.354,-8.293,diabetes
950,3755.354,-8.498,diabetes
1000,3753.242,-8.487,diabetes
1500,3720.681,-9.124,diabetes
2000,3703.986,-9.444,diabetes
2500,3698.438,-9.577,diabetes
3000,3684.258,-9.544,diabetes
3500,3689.44,-9.652,diabetes
4000,3683.568,-9.8,diabetes
4500,3678.05,-9.612,diabetes
5000,3672.884,-9.652,diabetes
5500,3677.016,-9.566,diabetes
6000,3670.82,-9.616,diabetes
6500,3675.294,-9.711,diabetes
7000,3670.132,-9.593,diabetes
7500,3664.635,-9.675,diabetes
8000,3668.414,-9.465,diabetes
8500,3674.605,-9.414,diabetes
9000,3668.414,-9.347,diabetes
9500,3664.291,-9.166,diabetes
10000,3659.488,-9.109,diabetes
15000,3649.216,-8.256,diabetes
20000,3634.885,-6.873,diabetes
25000,3615.524,-5.654,diabetes
30000,3597.615,-3.922,diabetes
35000,3577.783,-1.988,diabetes
40000,3556.727,0.038,diabetes
45000,3549.071,2.028,diabetes
50000,3536.126,4.144,diabetes
55000,3506.433,6.38,diabetes
60000,3488.738,8.592,diabetes
65000,3453.291,10.742,diabetes
70000,3432.003,12.902,diabetes
75000,3403.185,15.116,diabetes
80000,3381.571,17.345,diabetes
85000,3350.35,19.571,diabetes
90000,3324.086,21.654,diabetes
95000,3301.738,23.887,diabetes
100000,3285.075,26.025,diabetes
100,4431.495,12.72,diabetes
150,4196.713,6.342,diabetes
200,4077.72,2.143,diabetes
250,3983.69,-0.603,diabetes
300,3931.777,-2.293,diabetes
350,3894.747,-3.732,diabetes
400,3868.924,-4.665,diabetes
450,3850.121,-5.352,diabetes
500,3838.236,-5.399,diabetes
550,3828.896,-6.536,diabetes
600,3818.865,-7.019,diabetes
650,3813.859,-7.41,diabetes
700,3811.359,-7.705,diabetes
750,3804.223,-7.816,diabetes
800,3793.901,-8.028,diabetes
850,3782.189,-8.179,diabetes
900,3783.961,-8.333,diabetes
950,3775.109,-8.432,diabetes
1000,3774.755,-8.448,diabetes
1500,3736.052,-9.087,diabetes
2000,3721.379,-9.326,diabetes
2500,3717.197,-9.52,diabetes
3000,3703.986,-9.451,diabetes
3500,3705.027,-9.465,diabetes
4000,3703.639,-9.582,diabetes
4500,3698.785,-9.408,diabetes
5000,3690.131,-9.502,diabetes
5500,3692.552,-9.336,diabetes
6000,3692.552,-9.423,diabetes
6500,3690.822,-9.443,diabetes
7000,3680.808,-9.372,diabetes
7500,3691.168,-9.286,diabetes
8000,3689.44,-9.315,diabetes
8500,3683.912,-9.362,diabetes
9000,3680.118,-9.194,diabetes
9500,3687.021,-9.171,diabetes
10000,3678.739,-9.003,diabetes
15000,3665.664,-8.248,diabetes
20000,3654.691,-6.89,diabetes
25000,3634.885,-5.629,diabetes
30000,3626.38,-3.814,diabetes
35000,3596.268,-1.9,diabetes
40000,3578.788,0.096,diabetes
45000,3556.727,2.087,diabetes
50000,3550.069,4.229,diabetes
55000,3526.531,6.44,diabetes
60000,3512.681,8.675,diabetes
65000,3479.924,10.795,diabetes
70000,3447.795,13.009,diabetes
75000,3424.294,15.233,diabetes
80000,3397.45,17.502,diabetes
85000,3376.19,19.667,diabetes
90000,3344.705,21.826,diabetes
95000,3312.583,24.002,diabetes
100000,3293.705,26.149,diabetes
100,4447.3,12.934,diabetes
150,4231.854,6.39,diabetes
200,4109.169,2.336,diabetes
250,4027.6,-0.533,diabetes
300,3970.276,-2.349,diabetes
350,3931.41,-3.751,diabetes
400,3913.769,-4.65,diabetes
450,3884.907,-5.473,diabetes
500,3860.958,-5.405,diabetes
550,3853.729,-6.621,diabetes
600,3840.033,-7.019,diabetes
650,3833.563,-7.397,diabetes
700,3829.256,-7.571,diabetes
750,3823.161,-7.807,diabetes
800,3828.538,-8.015,diabetes
850,3814.931,-8.067,diabetes
900,3811.715,-8.214,diabetes
950,3809.217,-8.402,diabetes
1000,3807.433,-8.437,diabetes
1500,3775.816,-8.983,diabetes
2000,3764.159,-9.261,diabetes
2500,3749.025,-9.373,diabetes
3000,3742.357,-9.252,diabetes
3500,3734.651,-9.291,diabetes
4000,3730.804,-9.573,diabetes
4500,3732.552,-9.214,diabetes
5000,3728.707,-9.437,diabetes
5500,3730.455,-9.272,diabetes
6000,3725.216,-9.472,diabetes
6500,3728.01,-9.401,diabetes
7000,3722.774,-9.478,diabetes
7500,3717.197,-9.338,diabetes
8000,3717.545,-9.176,diabetes
8500,3714.412,-9.184,diabetes
9000,3716.5,-9.149,diabetes
9500,3707.458,-9.077,diabetes
10000,3712.324,-8.986,diabetes
15000,3699.131,-8.048,diabetes
20000,3685.294,-6.919,diabetes
25000,3672.884,-5.582,diabetes
30000,3656.061,-3.823,diabetes
35000,3635.906,-1.923,diabetes
40000,3615.185,0.073,diabetes
45000,3591.889,2.103,diabetes
50000,3568.743,4.268,diabetes
55000,3549.403,6.461,diabetes
60000,3535.133,8.675,diabetes
65000,3510.378,10.84,diabetes
70000,3488.411,13.012,diabetes
75000,3450.057,15.248,diabetes
80000,3423.011,17.502,diabetes
85000,3399.678,19.657,diabetes
90000,3370.184,21.806,diabetes
95000,3340.008,24.027,diabetes
100000,3312.583,26.147,diabetes
100,4461.072,13.033,diabetes
150,4213.26,6.447,diabetes
200,4102.245,2.172,diabetes
250,4002.396,-0.571,diabetes
300,3951.72,-2.303,diabetes
350,3917.437,-3.86,diabetes
400,3887.82,-4.695,diabetes
450,3868.199,-5.493,diabetes
500,3851.203,-5.486,diabetes
550,3845.435,-6.623,diabetes
600,3827.104,-7.056,diabetes
650,3819.58,-7.36,diabetes
700,3818.15,-7.671,diabetes
750,3813.502,-7.842,diabetes
800,3807.076,-8.044,diabetes
850,3809.217,-8.156,diabetes
900,3798.881,-8.293,diabetes
950,3793.901,-8.388,diabetes
1000,3789.993,-8.507,diabetes
1500,3761.692,-9.042,diabetes
2000,3748.674,-9.352,diabetes
2500,3729.057,-9.356,diabetes
3000,3722.076,-9.374,diabetes
3500,3728.358,-9.486,diabetes
4000,3719.635,-9.589,diabetes
4500,3717.545,-9.488,diabetes
5000,3714.412,-9.532,diabetes
5500,3713.02,-9.201,diabetes
6000,3709.543,-9.351,diabetes
6500,3707.805,-9.553,diabetes
7000,3714.76,-9.244,diabetes
7500,3709.195,-9.338,diabetes
8000,3706.764,-9.306,diabetes
8500,3697.052,-9.257,diabetes
9000,3698.438,-9.168,diabetes
9500,3700.517,-9.146,diabetes
10000,3697.745,-8.885,diabetes
15000,3682.532,-8.135,diabetes
20000,3669.788,-6.87,diabetes
25000,3660.517,-5.607,diabetes
30000,3643.75,-3.859,diabetes
35000,3620.949,-1.92,diabetes
40000,3596.941,0.135,diabetes
45000,3572.424,2.105,diabetes
50000,3562.062,4.255,diabetes
55000,3547.076,6.468,diabetes
60000,3528.844,8.703,diabetes
65000,3502.494,10.831,diabetes
70000,3471.782,13.007,diabetes
75000,3445.535,15.236,diabetes
80000,3415.962,17.523,diabetes
85000,3387.597,19.647,diabetes
90000,3356.634,21.791,diabetes
95000,3331.257,24.018,diabetes
100000,3305.143,26.154,diabetes
100,4481.179,13.142,diabetes
150,4259.7,6.424,diabetes
200,4123.052,1.948,diabetes
250,4042.343,-0.607,diabetes
300,3985.557,-2.398,diabetes
350,3955.795,-3.841,diabetes
400,3929.936,-4.8,diabetes
450,3904.611,-5.473,diabetes
500,3876.544,-5.451,diabetes
550,3861.32,-6.709,diabetes
600,3857.342,-7.127,diabetes
650,3850.482,-7.366,diabetes
700,3842.913,-7.705,diabetes
750,3839.314,-7.825,diabetes
800,3829.256,-8.035,diabetes
850,3826.745,-8.113,diabetes
900,3823.519,-8.319,diabetes
950,3823.519,-8.46,diabetes
1000,3821.012,-8.5,diabetes
1500,3799.593,-8.991,diabetes
2000,3782.898,-9.272,diabetes
2500,3767.688,-9.368,diabetes
3000,3763.455,-9.109,diabetes
3500,3754.297,-9.19,diabetes
4000,3748.674,-9.621,diabetes
4500,3745.163,-9.261,diabetes
5000,3743.059,-9.509,diabetes
5500,3740.956,-9.21,diabetes
6000,3743.059,-9.36,diabetes
6500,3734.302,-9.385,diabetes
7000,3736.752,-9.328,diabetes
7500,3737.451,-9.184,diabetes
8000,3729.756,-9.106,diabetes
8500,3727.311,-9.144,diabetes
9000,3731.154,-9.11,diabetes
9500,3722.774,-8.987,diabetes
10000,3731.504,-8.816,diabetes
15000,3716.152,-8.152,diabetes
20000,3703.639,-6.856,diabetes
25000,3691.168,-5.564,diabetes
30000,3675.638,-3.796,diabetes
35000,3651.953,-1.855,diabetes
40000,3640.338,0.125,diabetes
45000,3602,2.092,diabetes
50000,3583.15,4.292,diabetes
55000,3563.064,6.497,diabetes
60000,3545.415,8.721,diabetes
65000,3522.898,10.857,diabetes
70000,3498.231,13.043,diabetes
75000,3468.206,15.282,diabetes
80000,3441.018,17.467,diabetes
85000,3412.764,19.685,diabetes
90000,3386.962,21.824,diabetes
95000,3349.095,24.055,diabetes
100000,3321.596,26.128,diabetes
100,4304.635,13.15,diabetes
150,3977.723,6.298,diabetes
200,3788.573,2.188,diabetes
250,3670.132,-0.657,diabetes
300,3576.778,-2.374,diabetes
350,3539.772,-3.874,diabetes
400,3495.609,-4.75,diabetes
450,3441.34,-5.523,diabetes
500,3407.651,-5.469,diabetes
550,3371.448,-6.725,diabetes
600,3353.805,-7.064,diabetes
650,3322.218,-7.427,diabetes
700,3305.762,-7.727,diabetes
750,3293.705,-7.971,diabetes
800,3274.32,-8.084,diabetes
850,3260.85,-8.215,diabetes
900,3236.197,-8.36,diabetes
950,3227.718,-8.525,diabetes
1000,3215.945,-8.517,diabetes
1500,3162.46,-9.142,diabetes
2000,3133.263,-9.352,diabetes
2500,3085.197,-9.6,diabetes
3000,3069.34,-9.279,diabetes
3500,3066.178,-9.551,diabetes
4000,3058.718,-9.63,diabetes
4500,3055.281,-9.44,diabetes
5000,3051.276,-9.62,diabetes
5500,3030.762,-9.359,diabetes
6000,3031.614,-9.439,diabetes
6500,3032.75,-9.521,diabetes
7000,3026.506,-9.478,diabetes
7500,3018.859,-9.404,diabetes
8000,3006.157,-9.206,diabetes
8500,2998.001,-9.203,diabetes
9000,2988.746,-9.173,diabetes
9500,2984.828,-9.133,diabetes
10000,2992.389,-9.039,diabetes
15000,2972.548,-8.198,diabetes
20000,2958.102,-6.877,diabetes
25000,2948.417,-5.636,diabetes
30000,2934.637,-3.82,diabetes
35000,2921.743,-1.92,diabetes
40000,2908.632,0.077,diabetes
45000,2901.284,2.065,diabetes
50000,2890.16,4.242,diabetes
55000,2879.079,6.497,diabetes
60000,2863.744,8.724,diabetes
65000,2850.094,10.824,diabetes
70000,2840.497,13.048,diabetes
75000,2838.368,15.273,diabetes
80000,2831.462,17.505,diabetes
85000,2823.515,19.703,diabetes
90000,2816.645,21.876,diabetes
95000,2805.846,24.077,diabetes
100000,2788.026,26.232,diabetes
100,4294.563,12.695,diabetes
150,4042.722,6.226,diabetes
200,3899.494,1.982,diabetes
250,3830.332,-0.75,diabetes
300,3790.703,-2.495,diabetes
350,3747.27,-3.92,diabetes
400,3717.545,-4.8,diabetes
450,3704.333,-5.52,diabetes
500,3691.514,-5.549,diabetes
550,3675.982,-6.77,diabetes
600,3667.383,-7.181,diabetes
650,3655.718,-7.528,diabetes
700,3650.242,-7.738,diabetes
750,3639.997,-7.888,diabetes
800,3632.161,-8.102,diabetes
850,3627.06,-8.248,diabetes
900,3626.04,-8.347,diabetes
950,3623.663,-8.453,diabetes
1000,3616.202,-8.517,diabetes
1500,3585.502,-9.153,diabetes
2000,3574.767,-9.433,diabetes
2500,3564.066,-9.449,diabetes
3000,3561.061,-9.446,diabetes
3500,3562.062,-9.545,diabetes
4000,3557.394,-9.614,diabetes
4500,3554.395,-9.402,diabetes
5000,3552.398,-9.574,diabetes
5500,3553.729,-9.343,diabetes
6000,3546.412,-9.455,diabetes
6500,3549.403,-9.585,diabetes
7000,3551.399,-9.419,diabetes
7500,3548.406,-9.331,diabetes
8000,3550.069,-9.271,diabetes
8500,3551.732,-9.354,diabetes
9000,3545.083,-9.102,diabetes
9500,3543.423,-9.09,diabetes
10000,3544.087,-8.914,diabetes
15000,3538.446,-8.156,diabetes
20000,3526.531,-6.877,diabetes
25000,3509.392,-5.56,diabetes
30000,3496.919,-3.8,diabetes
35000,3474.06,-1.92,diabetes
40000,3452.32,0.096,diabetes
45000,3436.829,2.063,diabetes
50000,3418.203,4.268,diabetes
55000,3403.822,6.51,diabetes
60000,3377.772,8.753,diabetes
65000,3352.235,10.872,diabetes
70000,3330.633,13.035,diabetes
75000,3305.452,15.312,diabetes
80000,3289.695,17.512,diabetes
85000,3274.32,19.695,diabetes
90000,3243.178,21.836,diabetes
95000,3216.548,24.093,diabetes
100000,3185.955,26.222,diabetes
100,4339.459,12.637,diabetes
150,4101.092,6.231,diabetes
200,3951.35,1.958,diabetes
250,3868.924,-0.68,diabetes
300,3826.386,-2.504,diabetes
350,3803.867,-3.934,diabetes
400,3773.34,-4.809,diabetes
450,3745.515,-5.554,diabetes
500,3722.774,-5.546,diabetes
550,3713.02,-6.715,diabetes
600,3703.639,-7.13,diabetes
650,3700.864,-7.458,diabetes
700,3691.86,-7.755,diabetes
750,3687.366,-7.904,diabetes
800,3679.428,-8.084,diabetes
850,3675.638,-8.275,diabetes
900,3662.918,-8.319,diabetes
950,3663.948,-8.467,diabetes
1000,3662.575,-8.553,diabetes
1500,3636.588,-9.104,diabetes
2000,3623.324,-9.392,diabetes
2500,3605.714,-9.444,diabetes
3000,3601.662,-9.401,diabetes
3500,3590.544,-9.471,diabetes
4000,3589.871,-9.573,diabetes
4500,3581.808,-9.332,diabetes
5000,3585.166,-9.548,diabetes
5500,3575.102,-9.343,diabetes
6000,3579.795,-9.334,diabetes
6500,3579.124,-9.456,diabetes
7000,3576.778,-9.403,diabetes
7500,3581.808,-9.485,diabetes
8000,3572.089,-9.256,diabetes
8500,3569.412,-9.327,diabetes
9000,3570.416,-9.199,diabetes
9500,3576.107,-9.188,diabetes
10000,3568.743,-8.986,diabetes
15000,3561.061,-8.21,diabetes
20000,3554.062,-6.883,diabetes
25000,3543.755,-5.632,diabetes
30000,3528.514,-3.82,diabetes
35000,3516.633,-1.869,diabetes
40000,3494.954,0.117,diabetes
45000,3478.946,2.118,diabetes
50000,3454.261,4.318,diabetes
55000,3429.431,6.515,diabetes
60000,3408.929,8.716,diabetes
65000,3387.279,10.857,diabetes
70000,3361.04,13.048,diabetes
75000,3337.817,15.349,diabetes
80000,3307.311,17.56,diabetes
85000,3294.63,19.7,diabetes
90000,3269.109,21.871,diabetes
95000,3252.306,24.123,diabetes
100000,3224.091,26.267,diabetes
100,4339.459,13.221,diabetes
150,4028.355,6.267,diabetes
200,3846.515,2.117,diabetes
250,3742.357,-0.676,diabetes
300,3680.462,-2.462,diabetes
350,3624.682,-3.936,diabetes
400,3584.494,-4.812,diabetes
450,3559.061,-5.577,diabetes
500,3544.087,-5.523,diabetes
550,3530.829,-6.705,diabetes
600,3527.853,-7.124,diabetes
650,3514.986,-7.442,diabetes
700,3510.05,-7.755,diabetes
750,3509.721,-7.936,diabetes
800,3497.247,-8.084,diabetes
850,3496.264,-8.222,diabetes
900,3480.576,-8.39,diabetes
950,3488.084,-8.519,diabetes
1000,3465.932,-8.524,diabetes
1500,3432.003,-9.029,diabetes
2000,3415.962,-9.321,diabetes
2500,3409.568,-9.356,diabetes
3000,3405.417,-9.382,diabetes
3500,3404.141,-9.46,diabetes
4000,3399.678,-9.503,diabetes
4500,3400.953,-9.239,diabetes
5000,3396.813,-9.398,diabetes
5500,3399.997,-9.265,diabetes
6000,3397.132,-9.239,diabetes
6500,3398.405,-9.456,diabetes
7000,3402.865,-9.372,diabetes
7500,3404.141,-9.25,diabetes
8000,3398.405,-9.25,diabetes
8500,3406.374,-9.276,diabetes
9000,3400.316,-9.091,diabetes
9500,3401.59,-9.176,diabetes
10000,3400.635,-8.926,diabetes
15000,3396.495,-8.152,diabetes
20000,3391.089,-6.851,diabetes
25000,3383.473,-5.601,diabetes
30000,3375.557,-3.785,diabetes
35000,3370.501,-1.878,diabetes
40000,3361.355,0.16,diabetes
45000,3353.491,2.14,diabetes
50000,3343.139,4.341,diabetes
55000,3328.449,6.51,diabetes
60000,3317.552,8.724,diabetes
65000,3318.485,10.885,diabetes
70000,3305.143,13.096,diabetes
75000,3299.573,15.277,diabetes
80000,3282.613,17.525,diabetes
85000,3280.155,19.75,diabetes
90000,3258.711,21.849,diabetes
95000,3245.914,24.098,diabetes
100000,3242.57,26.274,diabetes
100,4350.858,12.27,diabetes
150,4002.396,6.283,diabetes
200,3822.445,2.078,diabetes
250,3698.438,-0.713,diabetes
300,3637.61,-2.452,diabetes
350,3572.424,-3.876,diabetes
400,3538.777,-4.82,diabetes
450,3520.259,-5.532,diabetes
