,Frekuensi,Z-M1,Fase,Kategori
723,20000,4118.855,0.127,prediabet
724,450,3769.499,-6.617,diabetes
725,90000,3841.879,28.876,prediabet
726,3000,4068.991,-2.352,prediabet
727,500,4183.808,-0.403,prediabet
728,1000,4771.555,3.352,Sehat
729,10000,3818.553,-7.344,diabetes
730,100,4339.459,12.637,diabetes
731,850,4786.331,3.908,Sehat
732,5500,3853.776,-8.992,diabetes
733,55000,3640.338,6.38,diabetes
734,6000,3961.406,-3.54,prediabet
735,700,4135.482,-0.726,prediabet
736,550,3477.968,-6.778,diabetes
737,80000,3319.769,18.373,diabetes
738,900,4068.61,-1.347,prediabet
739,150,4009.2,5.098,diabetes
740,7500,3717.197,-9.338,diabetes
741,75000,3376.822,15.055,diabetes
742,50000,3647.209,5.195,diabetes
743,4000,4515.794,1.23,Sehat
744,8000,3975.535,-3.316,prediabet
745,6500,3976.653,-2.456,prediabet
746,150,4740.807,13.666,prediabet
747,100,6409.642,25.134,Sehat
748,100,6376.1,24.837,Sehat
749,55000,3328.449,6.51,diabetes
750,7000,3351.292,-9.319,diabetes
751,70000,3735.396,14.017,diabetes
752,6500,4123.874,-2.569,prediabet
753,950,3951.768,-3.644,prediabet
754,300,5269.274,11.203,Sehat
755,900,3966.234,-2.465,prediabet
756,100,6401.24,25.38,Sehat
757,600,4897.929,5.546,Sehat
758,8500,4482.913,1.414,Sehat
759,700,4123.102,-1.896,prediabet
760,550,3592.943,-5.016,diabetes
761,600,4900.224,5.504,Sehat
762,4500,3960.664,-2.556,prediabet
763,65000,3029.095,9.564,diabetes
764,500,3770.559,-7.449,diabetes
765,700,4872.298,4.729,Sehat
766,2000,3691.558,-10.592,diabetes
767,9500,3213.876,-10.58,diabetes
768,10000,4024.63,-1.816,prediabet
769,2500,3509.062,-9.529,diabetes
770,1500,4657.16,2.396,Sehat
771,5500,4101.91,-2.336,prediabet
772,7500,3870.059,-4.161,prediabet
773,6000,3579.795,-9.334,diabetes
774,350,5179.698,9.699,Sehat
775,600,3945.109,-5.851,diabetes
776,90000,3529.879,22.67,diabetes
777,30000,4156.069,3.035,prediabet
778,250,3875.501,-1.808,diabetes
779,850,4787.676,3.858,Sehat
780,8500,3265.475,-10.614,diabetes
781,750,3442.027,-9.047,diabetes
782,250,4042.343,-0.607,diabetes
783,5000,3355.062,-9.278,diabetes
784,800,3996.074,-2.502,prediabet
785,5000,4004.695,-2.648,prediabet
786,55000,3506.433,6.38,diabetes
787,600,4152.955,-0.13,prediabet
788,15000,3533.145,-8.327,diabetes
789,80000,4053.77,24.222,prediabet
790,9500,4059.852,-2.246,prediabet
791,60000,3317.552,8.724,diabetes
792,100,4474.467,13.42,diabetes
793,4500,3604.363,-9.721,diabetes
794,200,4464.889,8.343,prediabet
795,1000,3532.857,-9.7,diabetes
796,35000,3756.102,-0.99,diabetes
797,3000,3806.052,-8.401,diabetes
798,900,3935.142,-2.79,prediabet
799,10000,4119.627,-1.893,prediabet
800,1500,4037.85,-2.153,prediabet
801,650,3768.087,-8.658,diabetes
802,750,4085.417,-1.441,prediabet
803,3500,3583.15,-9.64,diabetes
804,70000,3591.933,13.906,diabetes
805,75000,3611.124,15.131,diabetes
806,700,3556.77,-6.729,diabetes
807,3500,3851.61,-9.241,diabetes
808,5500,4505.651,1.234,Sehat
809,150,3996.074,5.448,diabetes
810,45000,3778.339,7.512,prediabet
811,250,4031.801,0.907,diabetes
812,500,3502.536,-7.231,diabetes
813,4000,3238.662,-11.07,diabetes
814,90000,4302.67,31.771,Sehat
815,45000,3233.508,0.887,diabetes
816,85000,4278.55,29.265,Sehat
817,350,4319.23,3.399,prediabet
818,5500,3575.102,-9.343,diabetes
819,4000,3879.861,-4.459,prediabet
820,9000,3609.137,-7.422,diabetes
821,7500,3949.177,-2.271,prediabet
822,80000,2992.705,16.16,diabetes
823,8500,4068.229,-2.357,prediabet
824,55000,3559.061,6.383,diabetes
825,50000,3876.954,10.123,prediabet
826,7500,3977.025,-3.435,prediabet
827,2500,3617.558,-9.629,diabetes
828,750,3408.331,-9.031,diabetes
829,700,3842.913,-7.705,diabetes
830,90000,3742.402,27.716,prediabet
831,1500,3453.009,-10.183,diabetes
832,65000,3188.681,9.74,diabetes
833,450,4092.313,0.217,prediabet
834,3000,3678.783,-8.741,diabetes
835,300,4350.911,4.651,prediabet
836,250,4377.079,5.494,prediabet
837,4500,3231.993,-10.618,diabetes
838,600,3830.378,-6.432,diabetes
839,50000,4392.279,13.742,Sehat
840,3500,3828.225,-4.5,prediabet
841,75000,3694.326,20.439,prediabet
842,60000,4367.656,18.224,Sehat
843,55000,3907.587,13.515,prediabet
844,1000,4181.848,-1.448,prediabet
845,2000,3287.886,-10.571,diabetes
846,35000,3955.472,4.98,prediabet
847,7000,3515.357,-9.028,diabetes
848,8500,3731.199,-5.241,prediabet
849,950,3663.948,-8.467,diabetes
850,200,4579.707,9.355,prediabet
851,2000,3463.377,-10.472,diabetes
852,15000,4451.939,2.431,Sehat
853,30000,3961.777,1.85,prediabet
854,7000,4490.9,1.466,Sehat
855,150,4028.355,6.267,diabetes
856,95000,4286.977,33.998,Sehat
857,85000,3815.335,26.65,prediabet
858,4500,3636.632,-10.602,diabetes
859,4500,3466.299,-8.663,diabetes
860,500,4027.271,-0.34,prediabet
861,3000,4034.446,-3.506,prediabet
862,450,5035.664,7.307,Sehat
863,1500,4665.021,2.353,Sehat
864,550,3797.503,-5.148,diabetes
865,4000,3640.723,-10.814,diabetes
866,90000,3383.197,20.676,diabetes
867,3000,3892.24,-4.362,prediabet
868,800,3768.793,-9.235,diabetes
869,2500,3709.24,-10.428,diabetes
870,95000,4025.762,30.876,prediabet
871,10000,3535.133,-8.893,diabetes
872,150,5957.373,19.631,Sehat
873,450,3483.228,-6.586,diabetes
874,3000,4001.694,-2.546,prediabet
875,65000,3848.725,16.833,prediabet
876,50000,3454.261,4.318,diabetes
877,6500,3880.225,-4.22,prediabet
878,10000,3186.889,-10.39,diabetes
879,10000,3827.508,-3.596,prediabet
880,950,3526.243,-9.488,diabetes
881,9500,4503.963,1.612,Sehat
882,900,4068.991,-1.956,prediabet
883,400,5094.031,8.35,Sehat
884,100000,3399.083,25.174,diabetes
885,950,4790.817,3.44,Sehat
886,100,4415.384,11.834,diabetes
887,15000,3932.93,-2.583,prediabet
888,50000,3567.45,3.071,diabetes
889,30000,4403.816,5.935,Sehat
890,950,3775.109,-8.432,diabetes
891,5000,4537.849,1.452,Sehat
892,40000,3942.153,5.604,prediabet
893,200,4446.52,8.882,prediabet
894,100000,2788.026,26.232,diabetes
895,8500,4503.119,1.538,Sehat
896,85000,3340.674,18.265,diabetes
897,700,3688.402,-7.599,diabetes
898,8000,3196.159,-10.476,diabetes
899,2000,3443.317,-10.552,diabetes
900,1000,3675.682,-9.717,diabetes
901,25000,3908.685,1.271,prediabet
902,90000,4293.81,31.691,Sehat
903,1500,4685.609,2.396,Sehat
904,5000,3209.964,-10.842,diabetes
905,90000,2959.801,20.404,diabetes
906,350,3917.437,-3.86,diabetes
907,50000,3568.743,4.268,diabetes
908,4500,4516.641,1.342,Sehat
909,10000,4496.374,1.815,Sehat
910,700,3811.359,-7.705,diabetes
911,450,3801.063,-6.854,diabetes
912,4000,3634.928,-10.766,diabetes
913,2500,3872.96,-8.476,diabetes
914,250,4199.517,5.76,prediabet
915,150,3999.445,5.566,diabetes
916,1500,3984.485,-3.221,prediabet
917,500,4237.857,0.714,prediabet
918,40000,3806.052,5.49,prediabet
919,250,4457.365,6.396,prediabet
920,15000,4083.504,-1.269,prediabet
921,600,3776.923,-8.33,diabetes
922,4500,3405.139,-10.688,diabetes
923,800,3503.52,-9.228,diabetes
924,800,3588.862,-7.987,diabetes
925,8000,3947.327,-3.552,prediabet
926,9500,3700.517,-9.146,diabetes
927,1000,3942.153,-3.563,prediabet
928,500,4965.388,6.689,Sehat
929,60000,3859.558,14.644,prediabet
930,100000,3929.615,33.025,prediabet
931,250,4343.986,6.286,prediabet
932,4500,3497.902,-9.558,diabetes
933,35000,3296.214,-3.12,diabetes
934,5500,4517.487,1.59,Sehat
935,25000,3509.392,-5.56,diabetes
936,6000,3393.991,-10.551,diabetes
937,95000,4248.591,33.787,Sehat
938,950,4030.291,-2.694,prediabet
939,50000,4388.576,13.755,Sehat
940,2000,4040.12,-2.392,prediabet
941,10000,4087.332,-2.061,prediabet
942,65000,3196.159,9.731,diabetes
943,4500,4512.834,1.179,Sehat
944,20000,4181.065,-0.031,prediabet
945,20000,4452.357,3.327,Sehat
946,1000,3363.916,-9.687,diabetes
947,2000,4116.154,-2.427,prediabet
948,450,4168.157,0.254,prediabet
949,4500,3745.163,-9.261,diabetes
950,4500,3853.776,-4.19,prediabet
951,3000,3593.91,-9.576,diabetes
952,8500,3336.92,-10.562,diabetes
953,7000,4513.256,1.481,Sehat
954,2000,3826.432,-8.443,diabetes
955,3500,3884.226,-4.447,prediabet
956,20000,3171.103,-8.231,diabetes
957,30000,4097.301,2.978,prediabet
958,100,4540.346,13.18,diabetes
959,15000,4454.86,2.28,Sehat
960,5500,3880.952,-4.396,prediabet
961,6500,4147.511,-2.711,prediabet
962,200,4139.358,3.721,diabetes
963,9500,4082.739,-2.215,prediabet
964,60000,3411.485,8.538,diabetes
965,450,3904.611,-5.473,diabetes
966,85000,3778.339,25.668,prediabet
967,40000,3782.235,5.503,prediabet
968,90000,3324.086,21.654,diabetes
969,90000,3182.375,21.869,diabetes
970,750,4051.113,-1.912,prediabet
971,50000,3868.246,10.129,prediabet
972,65000,3491.354,10.664,diabetes
973,3500,3263.64,-10.955,diabetes
974,85000,3280.155,19.75,diabetes
975,250,5438.302,13.096,Sehat
976,6000,4520.451,1.661,Sehat
977,3000,3904.293,-3.96,prediabet
978,30000,3643.75,-3.859,diabetes
979,950,3623.663,-8.453,diabetes
980,20000,4475.778,3.317,Sehat
981,4000,3855.943,-4.029,prediabet
982,55000,3429.431,6.515,diabetes
983,10000,4240.637,-2.19,prediabet
984,550,3845.435,-6.623,diabetes
985,100000,3764.558,31.631,prediabet
986,85000,4279.352,29.371,Sehat
987,30000,3496.919,-3.8,diabetes
988,60000,3510.749,7.553,diabetes
989,2500,3737.147,-7.554,diabetes
990,400,5063.103,8.541,Sehat
991,6500,4510.72,1.415,Sehat
992,20000,3161.906,-8.16,diabetes
993,2500,3713.368,-9.577,diabetes
994,95000,3484.207,24.836,diabetes
995,15000,3175.265,-9.52,diabetes
996,90000,3804.982,27.124,prediabet
997,90000,3107.573,20.606,diabetes
998,4000,3896.984,-3.24,prediabet
999,550,3634.928,-7.823,diabetes
1000,5000,4525.112,1.563,Sehat
1001,400,3913.769,-4.65,diabetes
1002,100,4977.499,20.033,prediabet
1003,75000,3649.26,16.189,diabetes
1004,15000,3933.299,-2.524,prediabet
1005,35000,3795.013,3.507,prediabet
1006,700,4270.941,-0.599,prediabet
1007,80000,3882.77,24.367,prediabet
1008,45000,3104.663,0.77,diabetes
1009,30000,3588.233,-5.0,diabetes
1010,9000,4084.652,-2.194,prediabet
1011,5500,4148.288,-2.566,prediabet
1012,50000,3743.454,9.621,prediabet
1013,7500,4507.34,1.716,Sehat
1014,55000,3084.656,5.183,diabetes
1015,7500,3730.15,-7.856,diabetes
1016,70000,3819.627,19.026,prediabet
1017,7000,4053.391,-2.578,prediabet
1018,4500,3513.382,-8.301,diabetes
1019,1500,3729.451,-10.362,diabetes
1020,650,3415.684,-8.487,diabetes
1021,750,3929.983,-6.834,diabetes
1022,550,4258.554,0.464,prediabet
1023,200,5635.938,16.412,Sehat
1024,150,4277.749,7.862,diabetes
1025,25000,4429.472,4.418,Sehat
1026,6500,3579.124,-9.456,diabetes
1027,350,3572.424,-3.876,diabetes
1028,8500,4085.035,-2.344,prediabet
1029,25000,3640.041,-6.829,diabetes
1030,50000,3402.907,5.216,diabetes
1031,20000,3503.192,-5.132,diabetes
1032,15000,4017.849,-1.252,prediabet
1033,9000,4006.196,-2.173,prediabet
1034,10000,3806.409,-4.15,prediabet
1035,6000,3600.694,-10.639,diabetes
1036,65000,4322.874,20.262,Sehat
1037,25000,3563.775,-6.836,diabetes
1038,650,4049.215,-1.526,prediabet
1039,65000,3479.924,10.795,diabetes
1040,550,3739.598,-7.736,diabetes
1041,9000,4476.198,1.471,Sehat
1042,2000,4038.228,-3.525,prediabet
1043,450,5009.312,7.495,Sehat
1044,85000,4311.144,29.495,Sehat
1045,6500,3605.376,-9.821,diabetes
1046,45000,3262.111,0.903,diabetes
1047,2000,3996.449,-2.444,prediabet
1048,200,4233.888,3.702,diabetes
1049,750,4030.668,-2.968,prediabet
1050,5500,4520.027,1.441,Sehat
1051,550,4186.552,0.291,prediabet
1052,35000,3565.445,-0.988,diabetes
1053,9500,3815.335,-7.504,diabetes
1054,450,3676.672,-5.317,diabetes
1055,100000,2936.323,24.885,diabetes
1056,45000,3572.132,0.94,diabetes
1057,50000,3667.427,5.227,diabetes
1058,550,4117.311,0.222,prediabet
1059,2500,3625.065,-7.969,diabetes
1060,40000,4420.351,9.596,Sehat
1061,15000,3646.526,-9.352,diabetes
1062,70000,4344.8,22.796,Sehat
1063,20000,4431.133,3.24,Sehat
1064,50000,3881.315,10.143,prediabet
1065,80000,3307.311,17.56,diabetes
1066,50000,3562.062,4.255,diabetes
1067,7500,3654.393,-10.685,diabetes
1068,8500,3384.465,-10.457,diabetes
1069,2500,4106.524,-2.529,prediabet
1070,85000,3906.123,26.547,prediabet
1071,300,5282.125,11.051,Sehat
1072,3000,4588.296,1.554,Sehat
1073,30000,3597.615,-3.922,diabetes
1074,2000,4653.671,1.948,Sehat
1075,750,4828.67,4.4,Sehat
1076,2500,4003.945,-2.449,prediabet
1077,35000,3141.237,-3.188,diabetes
1078,850,3630.8,-8.037,diabetes
1079,1000,3973.673,-3.174,prediabet
1080,60000,3557.727,8.545,diabetes
1081,25000,3927.407,0.068,prediabet
1082,2500,4615.459,1.827,Sehat
1083,25000,3159.833,-6.882,diabetes
1084,100,4339.459,13.221,diabetes
1085,75000,3444.608,14.212,diabetes
1086,60000,3497.617,7.524,diabetes
1087,75000,3579.503,16.128,diabetes
1088,100,4461.072,13.033,diabetes
1089,55000,4350.911,15.883,Sehat
1090,30000,3375.557,-3.785,diabetes
1091,75000,3559.437,16.186,diabetes
1092,200,4081.974,3.604,diabetes
1093,600,3994.203,-1.283,prediabet
1094,70000,3021.159,11.754,diabetes
1095,2500,3522.281,-8.428,diabetes
1096,95000,4277.348,33.902,Sehat
1097,70000,3586.552,13.981,diabetes
1098,20000,3643.111,-5.733,diabetes
1099,3000,3673.617,-8.251,diabetes
1100,70000,4016.72,19.902,prediabet
1101,3000,3601.662,-9.401,diabetes
1102,6000,3943.631,-3.761,prediabet
1103,5500,3737.147,-5.186,prediabet
1104,9500,3656.105,-7.583,diabetes
1105,4000,3719.635,-9.589,diabetes
1106,80000,3784.007,22.887,prediabet
1107,3000,3638.677,-10.646,diabetes
1108,15000,4490.9,2.39,Sehat
1109,900,4191.655,-1.333,prediabet
1110,950,3621.966,-8.45,diabetes
1111,100,4801.602,17.634,prediabet
1112,55000,4163.084,13.38,prediabet
1113,300,5283.115,10.938,Sehat
1114,8000,3105.535,-8.212,diabetes
1115,90000,4293.408,31.776,Sehat
1116,2000,3844.4,-8.187,diabetes
1117,95000,3709.24,29.341,prediabet
1118,200,4551.048,9.345,prediabet
1119,7000,4235.475,-2.693,prediabet
1120,5500,4516.641,1.528,Sehat
1121,65000,3114.568,9.642,diabetes
1122,35000,3596.268,-1.9,diabetes
1123,350,3962.891,-2.557,diabetes
1124,850,4825.505,3.778,Sehat
1125,15000,3689.44,-8.32,diabetes
1126,100,4888.301,18.647,prediabet
1127,9000,4467.818,1.49,Sehat
1128,150,4002.396,6.283,diabetes
1129,8500,3724.214,-7.84,diabetes
1130,950,4744.362,3.378,Sehat
1131,30000,4412.076,5.974,Sehat
1132,15000,4485.434,2.444,Sehat
1133,800,3919.32,-6.806,diabetes
1134,8500,3714.412,-9.184,diabetes
1135,55000,3058.182,5.16,diabetes
1136,5000,3993.829,-3.898,prediabet
1137,8000,3927.407,-3.481,prediabet
1138,90000,3611.167,22.775,diabetes
1139,55000,3680.852,7.418,diabetes
1140,100,5030.948,19.84,prediabet
1141,35000,3995.7,4.977,prediabet
1142,7000,3402.865,-9.372,diabetes
1143,5500,3980.38,-2.343,prediabet
1144,150,5944.549,19.698,Sehat
1145,350,4269.34,3.126,prediabet
1146,900,4802.052,3.51,Sehat
1147,5500,4528.929,1.835,Sehat
1148,9500,3998.696,-2.217,prediabet
1149,750,3845.12,-3.43,prediabet
1150,850,3780.772,-8.133,diabetes
1151,500,4176.366,-0.337,prediabet
1152,7000,4087.332,-2.534,prediabet
1153,100,4853.617,18.108,prediabet
1154,9000,3984.111,-2.199,prediabet
1155,45000,3898.445,7.976,prediabet
1156,6000,3999.071,-2.334,prediabet
1157,9000,3184.203,-10.107,diabetes
1158,45000,3121.58,0.783,diabetes
1159,950,3541.805,-9.56,diabetes
1160,55000,4052.251,13.38,prediabet
1161,6000,3743.059,-9.36,diabetes
1162,7500,3627.784,-10.531,diabetes
1163,6500,4512.834,1.544,Sehat
1164,150,4134.707,7.812,diabetes
1165,5500,4004.695,-3.512,prediabet
1166,300,3654.393,-3.404,diabetes
1167,55000,3547.076,6.468,diabetes
1168,40000,4415.798,9.573,Sehat
1169,20000,3691.904,-6.047,diabetes
1170,75000,4328.142,24.933,Sehat
1171,35000,3829.66,3.51,prediabet
1172,25000,3617.94,-6.832,diabetes
1173,1500,4198.73,-2.124,prediabet
1174,2500,4566.852,1.664,Sehat
1175,1000,3735.746,-7.454,diabetes
1176,500,3988.593,-4.838,diabetes
1177,7000,3680.808,-9.372,diabetes
1178,8000,3398.405,-9.25,diabetes
1179,75000,3008.73,13.919,diabetes
1180,550,4141.298,-0.968,prediabet
1181,950,3743.454,-7.325,diabetes
1182,30000,4402.579,5.874,Sehat
1183,85000,3757.51,24.852,prediabet
1184,350,3836.078,-3.55,diabetes
1185,60000,3524.922,7.516,diabetes
1186,80000,4324.899,27.205,Sehat
1187,3000,4033.69,-3.551,prediabet
1188,95000,3216.548,24.093,diabetes
1189,95000,3340.008,24.027,diabetes
1190,800,3612.859,-6.845,diabetes
1191,10000,4495.531,1.884,Sehat
1192,7500,4003.569,-3.276,prediabet
1193,6000,4499.745,1.196,Sehat
1194,30000,4453.608,6.0,Sehat
1195,400,3810.333,-6.009,diabetes
1196,8000,3668.414,-9.465,diabetes
1197,2500,3892.24,-8.401,diabetes
1198,75000,4333.011,24.973,Sehat
1199,150,4654.543,13.131,prediabet
1200,80000,3476.381,18.245,diabetes
1201,100,4442.356,11.933,diabetes
1202,4000,3557.394,-9.614,diabetes
1203,9500,3919.687,-3.412,prediabet
1204,5000,3623.368,-10.725,diabetes
1205,9500,4006.947,-2.864,prediabet
1206,450,4049.595,0.225,prediabet
1207,10000,3375.914,-10.186,diabetes
1208,30000,3828.943,1.675,prediabet
1209,950,3785.071,-7.354,diabetes
1210,950,3741.701,-7.394,diabetes
1211,800,4083.121,-1.302,prediabet
1212,50000,3519.312,3.042,diabetes
1213,9000,4240.24,-2.432,prediabet
1214,3000,4210.548,-2.682,prediabet
1215,100000,4254.566,36.149,Sehat
1216,70000,4333.011,22.707,Sehat
1217,100,4629.318,14.138,diabetes
1218,2000,4619.353,2.003,Sehat
1219,25000,3164.277,-6.901,diabetes
1220,50000,3099.141,2.918,diabetes
1221,25000,4465.725,4.499,Sehat
1222,8500,4002.819,-2.37,prediabet
1223,300,3803.557,-3.503,diabetes
1224,3000,3380.345,-10.651,diabetes
1225,4500,4023.122,-3.56,prediabet
1226,400,5090.215,8.335,Sehat
1227,30000,3304.873,-5.023,diabetes
1228,5500,3998.321,-2.343,prediabet
1229,100000,3330.673,27.051,diabetes
1230,2000,3764.159,-9.261,diabetes
1231,50000,3898.81,11.241,prediabet
1232,200,3951.768,1.136,diabetes
1233,400,3882.724,-4.581,diabetes
1234,800,4135.87,-1.235,prediabet
1235,3500,4204.241,-2.855,prediabet
1236,75000,3613.197,20.231,prediabet
1237,7000,3382.246,-10.678,diabetes
1238,9000,3820.701,-8.781,diabetes
1239,35000,4021.615,4.98,prediabet
1240,3000,3732.248,-8.034,diabetes
1241,6500,3836.484,-4.052,prediabet
1242,35000,3740.65,-0.984,diabetes
1243,5500,4040.877,-2.21,prediabet
1244,8500,4508.607,1.689,Sehat
1245,200,4369.703,8.319,prediabet
1246,1000,4270.14,-1.456,prediabet
1247,35000,4081.591,4.957,prediabet
1248,100,4876.408,19.225,prediabet
1249,3000,4580.136,1.626,Sehat
1250,5000,4107.294,-2.602,prediabet
1251,8000,3608.418,-9.58,diabetes
1252,20000,3791.104,-5.733,diabetes
1253,60000,3850.528,14.606,prediabet
1254,450,5011.19,7.446,Sehat
1255,35000,3715.153,-0.99,diabetes
1256,200,5650.214,15.758,Sehat
1257,30000,3591.889,-3.865,diabetes
1258,300,4294.213,4.538,prediabet
1259,3500,3635.269,-10.781,diabetes
1260,250,3712.717,-1.493,diabetes
1261,600,3792.17,-7.356,diabetes
1262,50000,3817.838,9.59,prediabet
1263,40000,3909.418,5.824,prediabet
1264,35000,3505.777,-1.943,diabetes
1265,900,3798.881,-8.293,diabetes
1266,8000,3946.218,-2.097,prediabet
1267,5000,3690.131,-9.502,diabetes
1268,100000,3088.995,25.028,diabetes
1269,3000,4593.458,1.891,Sehat
1270,6000,3820.701,-8.081,diabetes
1271,15000,3172.292,-9.527,diabetes
1272,450,5036.136,7.277,Sehat
1273,200,4245.01,3.638,diabetes
1274,500,4278.951,0.801,prediabet
1275,20000,3599.007,-8.077,diabetes
1276,300,5272.237,11.26,Sehat
1277,450,5015.417,7.469,Sehat
1278,6500,3574.098,-9.724,diabetes
1279,700,3946.588,-1.868,prediabet
1280,700,3510.05,-7.755,diabetes
1281,150,4692.199,13.347,prediabet
1282,950,4763.068,3.402,Sehat
1283,3000,4549.769,1.469,Sehat
1284,150,5959.606,20.138,Sehat
1285,50000,3927.775,11.142,prediabet
1286,5000,3889.688,-3.005,prediabet
1287,3500,3562.062,-9.545,diabetes
1288,400,3898.079,-3.373,diabetes
1289,35000,3940.307,3.609,prediabet
1290,85000,4280.154,29.26,Sehat
1291,85000,3797.147,25.07,prediabet
1292,5000,3585.166,-9.548,diabetes
1293,70000,4315.185,22.511,Sehat
1294,450,3656.79,-6.773,diabetes
1295,75000,3537.494,16.175,diabetes
1296,200,5642.279,15.943,Sehat
1297,350,4246.203,3.064,prediabet
1298,3000,4268.14,-2.663,prediabet
1299,550,3478.01,-7.758,diabetes
1300,9000,4123.874,-2.007,prediabet
1301,9000,4051.113,-2.149,prediabet
1302,700,4872.298,4.545,Sehat
1303,500,4966.319,6.713,Sehat
1304,45000,4357.846,11.49,Sehat
1305,200,4354.581,8.399,prediabet
1306,2000,3635.61,-7.898,diabetes
1307,250,4368.475,5.613,prediabet
1308,2500,3896.984,-4.264,prediabet
1309,75000,3305.452,15.312,diabetes
1310,3000,3358.207,-9.103,diabetes
1311,1000,3892.605,-7.418,diabetes
1312,6500,3406.416,-10.585,diabetes
1313,1500,3678.439,-10.353,diabetes
1314,40000,3589.578,-1.04,diabetes
1315,20000,4475.359,3.33,Sehat
1316,700,3411.845,-8.793,diabetes
1317,250,4322.469,5.323,prediabet
1318,60000,3055.032,7.397,diabetes
1319,5000,3552.398,-9.574,diabetes
1320,65000,3396.495,10.662,diabetes
1321,2000,3853.054,-4.303,prediabet
1322,4500,3235.326,-10.758,diabetes
1323,950,4042.392,-2.684,prediabet
1324,75000,2932.199,16.199,diabetes
1325,40000,4377.079,9.465,Sehat
1326,85000,3487.8,20.529,diabetes
1327,8000,3706.764,-9.306,diabetes
1328,55000,4377.899,15.968,Sehat
1329,3500,4086.183,-2.586,prediabet
1330,750,4123.874,-0.903,prediabet
1331,600,4915.398,5.481,Sehat
1332,75000,3854.86,20.797,prediabet
1333,9000,3214.478,-10.429,diabetes
1334,9000,3998.321,-2.988,prediabet
1335,850,4058.711,-2.323,prediabet
1336,2000,4652.363,1.867,Sehat
1337,100000,4227.15,35.935,Sehat
1338,85000,3922.994,26.567,prediabet
1339,400,4203.847,0.931,prediabet
1340,150,4080.444,5.083,diabetes
1341,25000,3329.073,-5.629,diabetes
1342,10000,4484.173,1.51,Sehat
1343,30000,3675.638,-3.796,diabetes
1344,10000,3968.093,-2.873,prediabet
1345,4500,4509.875,1.342,Sehat
1346,7000,3391.448,-10.444,diabetes
1347,6000,3606.39,-9.511,diabetes
1348,80000,3391.13,18.371,diabetes
1349,1000,3785.425,-7.478,diabetes
1350,60000,4331.793,18.038,Sehat
1351,500,3859.196,-5.312,diabetes
1352,1500,4241.432,-2.112,prediabet
1353,90000,3386.962,21.824,diabetes
1354,1000,3525.252,-7.402,diabetes
1355,4000,3842.599,-8.801,diabetes
1356,7000,3736.752,-9.328,diabetes
1357,650,3960.293,-5.476,diabetes
1358,950,3962.52,-2.623,prediabet
1359,7000,3887.867,-4.054,prediabet
1360,20000,3634.885,-6.873,diabetes
1361,350,4470.33,3.358,prediabet
1362,250,4575.418,6.665,prediabet
1363,95000,4285.371,33.993,Sehat
1364,6000,3977.771,-2.455,prediabet
1365,950,3367.069,-9.55,diabetes
1366,100,4482.913,14.028,diabetes
1367,1000,3385.733,-9.656,diabetes
1368,800,3963.262,-3.546,prediabet
1369,8500,3939.199,-3.722,prediabet
1370,8500,3221.111,-10.686,diabetes
1371,70000,3615.863,12.854,diabetes
1372,400,5078.306,8.416,Sehat
1373,50000,4025.385,11.129,prediabet
1374,70000,3973.673,20.009,prediabet
1375,100000,3293.705,26.149,diabetes
1376,250,3983.69,-0.603,diabetes
1377,250,4503.963,6.641,prediabet
1378,75000,3016.634,14.018,diabetes
1379,100,6396.444,24.895,Sehat
1380,9500,3808.906,-7.681,diabetes
1381,45000,3721.075,3.068,diabetes
1382,30000,4452.774,6.051,Sehat
1383,6000,3131.833,-8.729,diabetes
1384,70000,3488.411,13.012,diabetes
1385,10000,3184.501,-10.338,diabetes
1386,550,4933.392,6.056,Sehat
1387,750,4116.926,-0.904,prediabet
1388,150,4573.703,12.344,prediabet
1389,85000,3417.604,18.495,diabetes
1390,5500,3977.398,-3.764,prediabet
1391,7000,3670.132,-9.593,diabetes
1392,800,3976.653,-2.146,prediabet
1393,5000,3396.813,-9.398,diabetes
1394,30000,3283.884,-5.014,diabetes
1395,80000,3838.281,24.412,prediabet
1396,250,5431.173,13.449,Sehat
1397,15000,3976.28,-1.31,prediabet
1398,2500,3412.485,-10.473,diabetes
1399,60000,3633.863,8.597,diabetes
1400,2000,4618.487,1.912,Sehat
1401,40000,3661.247,0.995,diabetes
1402,8500,4481.653,1.486,Sehat
1403,9000,4484.173,1.453,Sehat
1404,60000,3571.128,9.574,diabetes
1405,9500,3402.269,-10.187,diabetes
1406,600,4193.226,-0.019,prediabet
1407,550,4948.205,5.875,Sehat
1408,4000,3708.545,-9.229,diabetes
1409,950,3529.549,-7.342,diabetes
1410,55000,4345.207,15.88,Sehat
1411,55000,3945.479,13.497,prediabet
1412,25000,3575.772,-5.651,diabetes
1413,1000,3789.993,-8.507,diabetes
1414,450,3826.791,-4.254,diabetes
1415,85000,4311.144,29.485,Sehat
1416,80000,3770.559,23.374,prediabet
1417,2500,3680.507,-10.544,diabetes
1418,35000,3922.626,5.022,prediabet
1419,8000,3821.775,-7.804,diabetes
1420,30000,3677.06,-2.851,diabetes
1421,500,3490.742,-7.187,diabetes
1422,5500,4209.759,-2.611,prediabet
1423,9500,3857.75,-3.936,prediabet
1424,950,4007.698,-2.856,prediabet
1425,100,4431.495,12.72,diabetes
1426,90000,3808.549,28.836,prediabet
1427,700,4858.167,4.707,Sehat
