,Frekuensi,Z-M1,Fase,Kategori
2809,85000,3707.85,24.912,prediabet
2810,65000,3499.256,11.806,diabetes
2811,80000,4324.494,27.283,Sehat
2812,6000,3698.136,-8.846,diabetes
2813,950,4065.562,-1.453,prediabet
2814,10000,3676.716,-9.874,diabetes
2815,300,3895.889,-3.652,diabetes
2816,200,3809.263,1.245,diabetes
2817,60000,4365.202,18.221,Sehat
2818,80000,3289.695,17.512,diabetes
2819,450,4369.703,1.446,prediabet
2820,2500,3964.377,-3.647,prediabet
2821,900,3731.549,-9.519,diabetes
2822,10000,3686.719,-8.741,diabetes
2823,9500,3985.978,-2.999,prediabet
2824,7500,3018.859,-9.404,diabetes
2825,50000,3418.203,4.268,diabetes
2826,45000,3464.351,3.055,diabetes
2827,15000,3800.351,-2.56,prediabet
2828,300,3814.62,-3.574,diabetes
2829,10000,3920.054,-3.453,prediabet
2830,10000,3376.863,-10.085,diabetes
2831,3500,3811.405,-8.377,diabetes
2832,500,4241.829,0.889,prediabet
2833,650,4887.843,5.034,Sehat
2834,450,4042.771,0.177,prediabet
2835,65000,3927.039,16.355,prediabet
2836,55000,3464.309,6.32,diabetes
2837,70000,3545.458,13.984,diabetes
2838,75000,3151.259,14.133,diabetes
2839,100,4928.772,19.637,prediabet
2840,95000,3916.383,30.788,prediabet
2841,300,4181.065,3.562,prediabet
2842,3500,3355.691,-9.205,diabetes
2843,5500,3848.003,-3.922,prediabet
2844,7000,4188.514,-2.731,prediabet
2845,6500,3812.833,-8.291,diabetes
2846,75000,3960.293,22.233,prediabet
2847,65000,3594.963,11.806,diabetes
2848,1000,4772.002,3.283,Sehat
2849,750,3770.912,-9.066,diabetes
2850,55000,3662.619,11.603,prediabet
2851,9000,4031.424,-2.11,prediabet
2852,7000,3197.057,-10.678,diabetes
2853,800,3497.247,-8.084,diabetes
2854,90000,3258.711,21.849,diabetes
2855,4000,4151.01,-2.9,prediabet
2856,15000,3396.495,-8.152,diabetes
2857,85000,3512.065,20.555,diabetes
2858,700,3576.15,-8.871,diabetes
2859,650,4070.135,-1.55,prediabet
2860,900,3745.91,-7.174,diabetes
2861,75000,3744.507,20.562,prediabet
2862,5500,3130.953,-8.211,diabetes
2863,100000,3058.468,25.049,diabetes
2864,30000,4441.108,5.98,Sehat
2865,750,4297.433,-0.831,prediabet
2866,75000,4328.548,25.049,Sehat
2867,90000,4303.476,31.749,Sehat
2868,1000,3783.652,-7.488,diabetes
2869,450,4216.47,1.246,prediabet
2870,150,3991.21,5.538,diabetes
2871,5000,3669.833,-8.763,diabetes
2872,600,4130.835,-1.506,prediabet
2873,45000,3549.071,2.028,diabetes
2874,85000,3833.609,26.595,prediabet
2875,95000,3770.912,29.497,prediabet
2876,800,3783.252,-7.983,diabetes
2877,550,4035.202,-0.894,prediabet
2878,500,4283.363,0.913,prediabet
2879,35000,3898.445,3.598,prediabet
2880,450,3782.898,-5.305,diabetes
2881,150,4109.218,7.829,diabetes
2882,70000,3747.666,18.403,prediabet
2883,450,4101.141,0.165,prediabet
2884,100,4294.563,12.695,diabetes
2885,100,6463.313,24.92,Sehat
2886,95000,4283.765,33.977,Sehat
2887,35000,4389.81,7.657,Sehat
2888,3500,3245.345,-10.787,diabetes
2889,900,3486.166,-9.533,diabetes
2890,9500,3467.273,-8.418,diabetes
2891,20000,3947.697,0.149,prediabet
2892,300,5272.731,11.255,Sehat
2893,700,4066.704,-1.898,prediabet
2894,2500,4034.446,-3.576,prediabet
2895,50000,3067.077,2.902,diabetes
2896,6500,4486.695,1.276,Sehat
2897,8000,3401.313,-10.306,diabetes
2898,250,3927.039,-1.914,diabetes
2899,15000,4483.753,2.448,Sehat
2900,8500,4245.805,-2.711,prediabet
2901,7000,3727.355,-7.784,diabetes
2902,45000,3556.727,2.087,diabetes
2903,80000,3632.205,18.398,diabetes
2904,5000,3394.627,-10.637,diabetes
2905,9000,3830.019,-3.702,prediabet
2906,5000,4528.081,1.498,Sehat
2907,950,3227.718,-8.525,diabetes
2908,4000,3947.327,-3.943,prediabet
2909,1000,4062.896,-1.524,prediabet
2910,60000,3408.929,8.716,diabetes
2911,85000,4305.09,29.467,Sehat
2912,50000,3568.452,5.214,diabetes
2913,650,4871.841,5.131,Sehat
2914,350,4303.073,3.249,prediabet
2915,750,4853.617,4.358,Sehat
2916,350,3674.649,-4.932,diabetes
2917,850,3782.189,-8.179,diabetes
2918,400,4361.931,2.441,prediabet
2919,7000,3722.774,-9.478,diabetes
2920,800,4842.716,4.085,Sehat
2921,2500,3673.961,-7.943,diabetes
2922,900,3924.464,-7.188,diabetes
2923,400,5088.307,8.2,Sehat
2924,750,3839.314,-7.825,diabetes
2925,9500,4497.638,1.723,Sehat
2926,700,3706.808,-8.739,diabetes
2927,3500,3551.067,-9.465,diabetes
2928,8500,3349.409,-9.211,diabetes
2929,30000,3203.654,-5.122,diabetes
2930,350,3862.405,-3.647,diabetes
2931,950,3488.084,-8.519,diabetes
2932,900,3595.637,-7.166,diabetes
2933,700,3955.843,-6.511,diabetes
2934,9000,4498.481,1.69,Sehat
2935,20000,4000.195,-1.418,prediabet
2936,400,3769.807,-4.498,diabetes
2937,5500,3713.02,-9.201,diabetes
2938,900,4212.126,-1.205,prediabet
2939,50000,3531.202,5.203,diabetes
2940,45000,3907.953,9.14,prediabet
2941,600,3485.186,-8.198,diabetes
2942,650,3945.848,-6.449,diabetes
2943,100,4577.991,14.256,diabetes
2944,35000,4427.398,7.68,Sehat
2945,2000,4652.799,2.028,Sehat
2946,30000,4402.166,5.927,Sehat
2947,3500,3830.378,-7.918,diabetes
2948,450,4022.745,0.233,prediabet
2949,400,4117.697,1.047,prediabet
2950,550,4924.617,6.129,Sehat
2951,70000,3476.991,12.851,diabetes
2952,9000,3986.725,-3.089,prediabet
2953,40000,3914.182,5.868,prediabet
2954,70000,4338.698,22.748,Sehat
2955,15000,4480.813,2.448,Sehat
2956,4500,3554.395,-9.402,diabetes
2957,3000,4023.499,-2.996,prediabet
2958,7500,3737.451,-9.184,diabetes
2959,35000,3911.983,4.98,prediabet
2960,750,4855.892,4.384,Sehat
2961,9000,4133.932,-2.347,prediabet
2962,2000,3415.962,-9.321,diabetes
2963,150,3990.088,5.504,diabetes
2964,10000,3942.153,-3.353,prediabet
2965,20000,4476.198,3.349,Sehat
2966,400,3543.797,-5.781,diabetes
2967,40000,3604.744,-1.04,diabetes
2968,900,4342.765,-1.279,prediabet
2969,650,3776.569,-5.494,diabetes
2970,55000,4008.824,13.44,prediabet
2971,55000,4015.967,13.32,prediabet
2972,950,4151.788,-1.388,prediabet
2973,100,4862.265,17.328,prediabet
2974,40000,3564.777,0.996,diabetes
2975,20000,3922.994,0.149,prediabet
2976,25000,3781.526,-4.415,diabetes
2977,750,4062.135,-1.979,prediabet
2978,7000,4506.496,1.528,Sehat
2979,850,3535.506,-9.356,diabetes
2980,4500,3286.346,-10.812,diabetes
2981,55000,3925.567,13.497,prediabet
2982,600,4902.061,5.373,Sehat
2983,15000,4480.394,2.352,Sehat
2984,850,3959.551,-3.285,prediabet
2985,700,4164.254,-0.571,prediabet
2986,75000,3719.332,20.523,prediabet
2987,450,4194.405,0.245,prediabet
2988,95000,2960.355,22.638,diabetes
2989,3000,3957.696,-3.932,prediabet
2990,20000,4467.399,3.344,Sehat
2991,7000,3228.967,-10.831,diabetes
2992,100,4579.278,13.969,diabetes
2993,100000,4227.546,35.971,Sehat
2994,20000,4153.733,0.04,prediabet
2995,10000,3651.997,-7.714,diabetes
2996,1000,3512.724,-9.707,diabetes
2997,900,3914.916,-2.876,prediabet
2998,8000,4100.373,-2.315,prediabet
2999,75000,4334.229,24.936,Sehat
3000,3000,4147.899,-2.461,prediabet
3001,850,3492.705,-9.379,diabetes
3002,70000,4318.421,22.548,Sehat
3003,35000,4429.887,7.7,Sehat
3004,350,5186.497,9.426,Sehat
3005,4000,3399.678,-9.503,diabetes
3006,100000,3829.302,33.128,prediabet
3007,4000,3880.588,-4.491,prediabet
3008,4500,3981.499,-3.239,prediabet
3009,90000,4256.958,31.514,Sehat
3010,9000,3545.083,-9.102,diabetes
3011,250,3700.215,-1.451,diabetes
3012,100000,4258.155,36.267,Sehat
3013,150,4518.757,12.72,prediabet
3014,50000,3545.458,5.197,diabetes
3015,700,3978.143,-1.818,prediabet
3016,4000,4552.327,1.597,Sehat
3017,30000,3623.368,-2.892,diabetes
3018,1000,4774.238,3.276,Sehat
3019,7500,3684.647,-10.471,diabetes
3020,70000,3812.119,18.468,prediabet
3021,6000,3635.61,-10.655,diabetes
3022,45000,2997.195,3.063,diabetes
3023,10000,4197.943,-2.178,prediabet
3024,3000,3170.806,-8.839,diabetes
3025,500,3943.261,-5.086,diabetes
3026,100000,3414.404,27.09,diabetes
3027,70000,3361.04,13.048,diabetes
3028,40000,3839.36,5.432,prediabet
3029,700,4854.982,4.713,Sehat
3030,5500,3671.208,-8.468,diabetes
3031,850,4020.108,-2.904,prediabet
3032,75000,3445.535,15.236,diabetes
3033,30000,3612.52,-2.858,diabetes
3034,200,4304.686,8.489,prediabet
3035,300,3650.286,-3.23,diabetes
3036,70000,4023.876,19.811,prediabet
3037,20000,3975.535,-1.533,prediabet
3038,100000,3506.147,27.026,diabetes
3039,7500,4093.847,-2.286,prediabet
3040,75000,3488.453,16.099,diabetes
3041,4500,3585.837,-9.548,diabetes
3042,7000,4508.607,1.656,Sehat
3043,40000,3891.146,7.06,prediabet
3044,15000,3343.452,-7.914,diabetes
3045,9500,3967.721,-2.19,prediabet
3046,5000,3939.569,-4.006,prediabet
3047,650,3803.154,-7.269,diabetes
3048,90000,3135.65,20.624,diabetes
3049,10000,3996.074,-2.039,prediabet
3050,7500,3403.225,-10.384,diabetes
3051,550,4949.596,5.891,Sehat
3052,65000,4350.503,20.395,Sehat
3053,45000,4410.423,11.64,Sehat
3054,700,3524.592,-8.905,diabetes
3055,5000,3821.417,-4.286,prediabet
3056,80000,3458.513,16.36,diabetes
3057,250,3868.924,-0.68,diabetes
3058,70000,4132.771,19.854,prediabet
3059,8000,4496.795,1.694,Sehat
3060,500,4986.367,6.451,Sehat
3061,750,4212.521,-0.816,prediabet
3062,10000,3334.42,-10.203,diabetes
3063,55000,3420.446,6.32,diabetes
3064,6500,4495.11,1.289,Sehat
3065,80000,4318.825,27.202,Sehat
3066,300,4320.444,3.603,prediabet
3067,85000,3878.771,25.13,prediabet
3068,25000,3944.0,0.066,prediabet
3069,750,4852.708,4.393,Sehat
3070,250,3720.378,-1.465,diabetes
3071,900,3517.664,-9.414,diabetes
3072,30000,3772.325,1.649,prediabet
3073,45000,3666.396,3.054,diabetes
3074,400,5075.452,8.419,Sehat
3075,35000,3370.501,-1.878,diabetes
3076,80000,3509.763,18.373,diabetes
3077,6000,4510.72,1.549,Sehat
3078,35000,3620.949,-1.92,diabetes
3079,850,3814.931,-8.067,diabetes
3080,90000,3694.326,22.783,diabetes
3081,550,3647.551,-4.939,diabetes
3082,80000,3416.644,18.398,diabetes
3083,600,4214.495,0.07,prediabet
3084,900,3528.557,-9.493,diabetes
3085,6000,3215.382,-10.904,diabetes
3086,70000,4348.873,22.735,Sehat
3087,40000,4418.695,9.577,Sehat
3088,400,5092.6,8.305,Sehat
3089,100000,3747.666,33.236,prediabet
3090,650,3561.772,-5.413,diabetes
3091,8500,4035.581,-2.244,prediabet
3092,1000,3322.258,-7.476,diabetes
3093,3500,4054.53,-2.29,prediabet
3094,6000,3995.326,-3.552,prediabet
3095,65000,3839.001,16.76,prediabet
3096,2000,3872.598,-8.849,diabetes
3097,700,3776.569,-8.955,diabetes
3098,350,4231.112,3.08,prediabet
3099,9000,4498.059,1.651,Sehat
3100,700,4070.135,-1.818,prediabet
3101,9500,3649.944,-10.388,diabetes
3102,80000,3999.071,24.136,prediabet
3103,2500,3614.552,-10.7,diabetes
3104,7500,3612.182,-7.732,diabetes
3105,3000,3517.993,-8.049,diabetes
3106,600,3857.342,-7.127,diabetes
3107,50000,3488.126,2.955,diabetes
3108,9000,3733.997,-7.071,diabetes
3109,300,4151.399,3.621,prediabet
3110,45000,3565.111,0.918,diabetes
3111,70000,3381.889,12.851,diabetes
3112,600,3527.853,-7.124,diabetes
3113,75000,4040.877,22.019,prediabet
3114,10000,4059.852,-1.885,prediabet
3115,100,4242.624,11.17,diabetes
3116,9000,3968.464,-2.091,prediabet
3117,4000,3616.923,-7.855,diabetes
3118,4000,4526.808,1.457,Sehat
3119,35000,2921.743,-1.92,diabetes
3120,60000,4152.955,15.597,prediabet
3121,45000,3690.521,3.049,diabetes
3122,8000,3997.572,-2.543,prediabet
3123,40000,3610.49,0.991,diabetes
3124,30000,3986.352,3.104,prediabet
3125,80000,3449.087,17.299,diabetes
3126,2500,3875.138,-3.94,prediabet
3127,200,3827.508,1.339,diabetes
3128,45000,3798.927,7.537,prediabet
3129,2500,3724.912,-9.403,diabetes
3130,8500,3831.814,-3.889,prediabet
3131,1500,4700.999,2.338,Sehat
3132,250,3837.562,-1.857,diabetes
3133,200,4179.106,3.666,diabetes
3134,5500,3814.62,-8.379,diabetes
3135,70000,4342.359,22.743,Sehat
3136,800,3844.76,-3.089,prediabet
3137,20000,3483.186,-7.038,diabetes
3138,450,3636.632,-4.203,diabetes
3139,6500,3675.294,-9.711,diabetes
3140,100,4930.619,20.221,prediabet
3141,50000,3884.59,9.677,prediabet
3142,80000,3381.571,17.345,diabetes
3143,8000,3815.335,-4.296,prediabet
3144,350,4100.757,1.851,prediabet
3145,600,4287.78,0.001,prediabet
3146,35000,3822.491,3.555,prediabet
3147,6500,4514.948,1.447,Sehat
3148,2500,3729.057,-9.356,diabetes
3149,700,4873.211,4.595,Sehat
3150,30000,4031.801,3.041,prediabet
3151,250,4002.396,-0.571,diabetes
3152,650,4146.734,-1.593,prediabet
3153,500,4004.695,-4.686,diabetes
3154,7000,3535.464,-9.288,diabetes
3155,35000,3910.883,3.774,prediabet
3156,40000,3584.494,-0.05,diabetes
3157,450,4191.262,0.251,prediabet
3158,900,4042.392,-2.419,prediabet
3159,550,4003.194,-0.823,prediabet
3160,650,3700.517,-7.302,diabetes
3161,50000,3085.524,2.965,diabetes
3162,25000,3682.532,-5.682,diabetes
3163,95000,3411.526,22.898,diabetes
3164,800,3828.538,-8.015,diabetes
3165,35000,3937.355,3.795,prediabet
3166,85000,3983.365,26.373,prediabet
3167,100,4981.231,19.72,prediabet
3168,6000,3698.829,-7.991,diabetes
3169,900,4770.214,3.637,Sehat
3170,800,4300.252,-1.174,prediabet
3171,650,3419.206,-8.469,diabetes
3172,80000,3594.626,22.387,prediabet
3173,95000,3069.089,22.802,diabetes
3174,90000,3966.234,28.614,prediabet
3175,850,4824.601,3.725,Sehat
3176,4500,3613.536,-8.041,diabetes
3177,150,4619.786,13.183,prediabet
3178,100000,4261.348,36.236,Sehat
3179,7500,3920.054,-3.704,prediabet
3180,3000,3703.986,-9.451,diabetes
3181,6500,4014.086,-3.381,prediabet
3182,40000,3275.28,-1.127,diabetes
3183,2000,3713.761,-10.521,diabetes
3184,550,3784.007,-7.915,diabetes
3185,70000,3922.994,20.012,prediabet
3186,70000,3160.129,11.909,diabetes
3187,200,4404.642,8.245,prediabet
3188,400,3495.609,-4.75,diabetes
3189,8500,4477.456,1.486,Sehat
3190,650,4891.05,4.961,Sehat
3191,200,3978.889,1.412,diabetes
3192,650,4870.928,5.113,Sehat
3193,55000,3855.582,12.358,prediabet
3194,750,3696.057,-9.171,diabetes
3195,800,4101.91,-2.081,prediabet
3196,7000,3802.488,-7.952,diabetes
3197,2000,3528.887,-8.092,diabetes
3198,1500,4205.423,-2.104,prediabet
3199,15000,3360.766,-9.335,diabetes
3200,25000,3543.755,-5.632,diabetes
3201,5000,4020.861,-2.72,prediabet
3202,45000,4410.423,11.565,Sehat
3203,100,4720.861,17.736,prediabet
3204,7500,3813.191,-7.979,diabetes
3205,100000,3680.852,27.085,diabetes
3206,450,4185.376,0.198,prediabet
3207,750,3509.721,-7.936,diabetes
3208,3000,3405.417,-9.382,diabetes
3209,8000,3700.562,-7.988,diabetes
3210,8500,3187.486,-10.39,diabetes
3211,7500,3190.474,-10.486,diabetes
3212,750,3766.675,-9.136,diabetes
3213,50000,4354.173,13.618,Sehat
3214,950,4072.042,-1.519,prediabet
3215,30000,3622.689,-4.985,diabetes
3216,6000,3890.053,-3.768,prediabet
3217,40000,4083.121,6.939,prediabet
3218,2500,4175.584,-2.577,prediabet
3219,800,3632.161,-8.102,diabetes
3220,850,3390.813,-9.333,diabetes
3221,40000,4429.472,9.66,Sehat
3222,300,3802.131,-1.04,diabetes
3223,30000,3160.721,-5.065,diabetes
3224,20000,3755.047,-6.194,diabetes
3225,85000,3571.797,24.462,prediabet
3226,850,4804.302,3.812,Sehat
3227,700,4094.998,-1.853,prediabet
3228,35000,3668.757,-2.044,diabetes
3229,400,3827.149,-6.02,diabetes
3230,6500,3728.01,-9.401,diabetes
3231,8000,4490.059,1.638,Sehat
3232,95000,3385.416,22.893,diabetes
3233,5000,3703.684,-8.922,diabetes
3234,2000,3905.391,-4.155,prediabet
3235,75000,4300.655,24.73,Sehat
3236,10000,4006.571,-2.541,prediabet
3237,75000,3904.659,20.827,prediabet
3238,25000,2948.417,-5.636,diabetes
3239,5500,3215.08,-10.663,diabetes
3240,6000,3352.235,-9.367,diabetes
3241,9500,3939.199,-3.632,prediabet
3242,750,3896.984,-6.7,diabetes
3243,450,3506.804,-6.605,diabetes
3244,8000,3626.764,-10.571,diabetes
3245,1500,3980.38,-3.409,prediabet
3246,500,4995.252,6.549,Sehat
3247,1000,3503.849,-9.637,diabetes
3248,400,4158.016,1.078,prediabet
3249,45000,3908.685,9.063,prediabet
3250,75000,3504.505,14.245,diabetes
3251,650,3655.718,-7.528,diabetes
3252,550,4936.628,6.091,Sehat
3253,35000,3767.38,3.512,prediabet
3254,300,5287.572,11.107,Sehat
3255,80000,3763.852,22.67,prediabet
3256,200,4006.898,2.445,diabetes
3257,1000,4076.241,-2.229,prediabet
3258,8000,4503.119,1.624,Sehat
3259,60000,3053.315,7.338,diabetes
3260,250,5441.36,13.043,Sehat
3261,450,3884.907,-5.473,diabetes
3262,80000,4106.909,24.26,prediabet
3263,800,4840.447,4.056,Sehat
3264,65000,3846.562,16.891,prediabet
3265,8000,3690.175,-8.735,diabetes
3266,500,3637.995,-7.305,diabetes
3267,1500,4686.926,2.517,Sehat
3268,8500,3982.619,-2.427,prediabet
3269,2000,3725.959,-8.265,diabetes
3270,7500,3988.967,-2.485,prediabet
3271,80000,4026.894,24.199,prediabet
3272,350,4040.499,-2.544,diabetes
3273,4500,3665.365,-7.99,diabetes
3274,35000,4395.984,7.581,Sehat
3275,2500,3993.454,-3.044,prediabet
3276,400,3655.762,-3.572,diabetes
3277,800,3691.212,-9.187,diabetes
3278,3000,4051.872,-2.209,prediabet
3279,300,4304.283,3.69,prediabet
3280,350,5171.455,9.75,Sehat
3281,800,4075.477,-1.235,prediabet
3282,1000,4045.802,-1.517,prediabet
3283,30000,3148.898,-5.026,diabetes
3284,9000,3537.452,-9.007,diabetes
3285,100,4935.241,20.142,prediabet
3286,150,4270.941,7.939,diabetes
3287,200,4045.374,2.359,diabetes
3288,8000,4493.005,1.335,Sehat
3289,75000,4315.994,24.831,Sehat
3290,900,3343.179,-7.123,diabetes
3291,40000,3452.32,0.096,diabetes
3292,2500,3749.025,-9.373,diabetes
3293,50000,3951.028,11.192,prediabet
3294,55000,4385.288,16.01,Sehat
3295,4000,4547.638,1.486,Sehat
3296,5500,3553.729,-9.343,diabetes
3297,35000,3481.923,-0.971,diabetes
3298,8500,4094.998,-2.462,prediabet
3299,250,4422.423,6.801,prediabet
3300,550,3530.829,-6.705,diabetes
3301,70000,3404.501,11.751,diabetes
3302,4000,3159.833,-9.083,diabetes
3303,5500,3546.08,-9.217,diabetes
3304,40000,2908.632,0.077,diabetes
3305,700,3780.463,-8.901,diabetes
3306,95000,3639.358,29.129,prediabet
3307,8500,3569.412,-9.327,diabetes
3308,45000,3921.891,7.646,prediabet
3309,950,3820.701,-3.472,prediabet
3310,600,4129.674,-0.181,prediabet
3311,30000,4444.438,5.941,Sehat
3312,700,3587.225,-8.905,diabetes
3313,10000,3939.569,-1.674,prediabet
3314,2500,3476.381,-8.764,diabetes
3315,750,3696.404,-8.978,diabetes
3316,10000,4503.541,1.774,Sehat
3317,1500,4138.583,-2.112,prediabet
3318,450,3549.446,-6.631,diabetes
3319,750,4003.945,-2.19,prediabet
3320,75000,3076.863,14.016,diabetes
3321,750,3755.047,-9.104,diabetes
3322,200,4102.245,2.172,diabetes
3323,7500,3627.104,-10.619,diabetes
3324,9000,3731.154,-9.11,diabetes
3325,7500,4188.514,-2.669,prediabet
3326,60000,3044.174,7.379,diabetes
3327,50000,4366.838,13.644,Sehat
3328,15000,3684.302,-6.67,diabetes
3329,3500,3948.067,-4.015,prediabet
3330,2000,4652.363,1.974,Sehat
3331,5000,3586.845,-9.724,diabetes
3332,900,4280.555,-1.221,prediabet
3333,9500,4474.94,1.561,Sehat
3334,1500,3874.412,-4.064,prediabet
3335,8500,4015.215,-2.929,prediabet
3336,70000,3872.598,20.048,prediabet
3337,95000,3322.881,24.914,diabetes
3338,10000,4476.198,1.591,Sehat
3339,65000,3759.271,16.205,prediabet
3340,6500,3707.805,-9.553,diabetes
3341,35000,4397.22,7.556,Sehat
3342,200,3948.807,3.62,diabetes
3343,2500,4572.846,1.571,Sehat
3344,400,3868.924,-4.665,diabetes
3345,100,4441.47,12.84,diabetes
3346,7500,3939.569,-3.704,prediabet
3347,45000,3591.889,2.103,diabetes
3348,40000,3168.727,-1.161,diabetes
3349,900,3706.114,-9.547,diabetes
3350,3500,4577.133,1.54,Sehat
3351,4500,4543.379,1.568,Sehat
3352,7500,3269.455,-10.875,diabetes
3353,100000,3847.282,33.147,prediabet
3354,80000,3010.986,16.036,diabetes
3355,2000,3722.076,-9.388,diabetes
3356,300,3931.777,-2.293,diabetes
3357,1500,4128.9,-2.042,prediabet
3358,600,4914.477,5.376,Sehat
3359,9000,3512.724,-8.862,diabetes
3360,2500,3681.887,-7.772,diabetes
3361,60000,3812.476,13.978,prediabet
3362,50000,3701.602,5.199,diabetes
3363,2000,3748.674,-9.352,diabetes
3364,550,4157.627,-0.978,prediabet
3365,20000,3688.402,-6.933,diabetes
3366,400,3996.823,-3.596,diabetes
3367,2000,4159.575,-2.297,prediabet
3368,8500,3674.605,-9.414,diabetes
3369,150,4060.232,5.031,diabetes
3370,75000,3334.42,16.182,diabetes
3371,90000,2961.188,20.419,diabetes
3372,10000,4500.588,1.661,Sehat
3373,850,4094.998,-1.911,prediabet
3374,5500,4498.059,1.276,Sehat
3375,6000,3651.997,-8.028,diabetes
3376,95000,3412.805,22.923,diabetes
3377,25000,4459.454,4.493,Sehat
3378,85000,2969.801,18.275,diabetes
3379,100,4608.546,13.938,diabetes
3380,20000,3671.552,-5.64,diabetes
3381,2000,3773.386,-4.837,prediabet
3382,900,3394.309,-9.421,diabetes
3383,20000,3989.715,0.123,prediabet
3384,150,4822.341,13.548,prediabet
3385,85000,3294.63,19.7,diabetes
3386,750,3729.102,-9.088,diabetes
3387,20000,4109.603,0.04,prediabet
3388,900,3669.101,-8.306,diabetes
3389,100000,2934.673,24.84,diabetes
3390,20000,3378.129,-8.056,diabetes
3391,950,3657.432,-8.522,diabetes
3392,950,3476.707,-9.532,diabetes
3393,350,3780.418,-3.593,diabetes
3394,5500,3864.624,-8.227,diabetes
3395,15000,4485.014,2.402,Sehat
3396,350,4277.348,2.204,prediabet
3397,90000,3762.795,27.901,prediabet
3398,150,4231.854,6.39,diabetes
3399,80000,3441.018,17.467,diabetes
3400,80000,3420.487,16.305,diabetes
3401,600,4138.971,-1.653,prediabet
3402,25000,3595.257,-5.701,diabetes
3403,7500,3665.709,-8.512,diabetes
3404,200,4593.028,9.259,prediabet
3405,650,3659.83,-7.199,diabetes
3406,150,4775.58,13.638,prediabet
3407,80000,3367.7,16.102,diabetes
3408,7000,4044.665,-2.428,prediabet
3409,4000,4015.967,-3.154,prediabet
3410,100000,2987.102,24.925,diabetes
3411,950,3969.952,-2.845,prediabet
3412,900,3955.102,-3.722,prediabet
3413,3500,3965.863,-2.305,prediabet
3414,70000,2934.398,14.002,diabetes
3415,3000,3561.061,-9.446,diabetes
3416,350,5199.147,9.549,Sehat
3417,750,4185.768,-0.778,prediabet
3418,200,4098.403,2.385,diabetes
3419,30000,3142.709,-5.073,diabetes
3420,15000,3985.605,-2.985,prediabet
3421,700,4854.527,4.773,Sehat
3422,70000,3471.782,13.007,diabetes
3423,650,4141.298,-0.458,prediabet
3424,450,3511.736,-6.586,diabetes
3425,6500,3212.069,-11.021,diabetes
3426,4000,4096.533,-2.666,prediabet
3427,10000,3624.386,-10.114,diabetes
3428,20000,4441.94,3.162,Sehat
3429,250,5448.502,13.092,Sehat
3430,8500,3540.435,-9.19,diabetes
3431,700,3770.912,-6.338,diabetes
3432,3500,4560.011,1.455,Sehat
3433,70000,3831.814,19.094,prediabet
3434,40000,3123.92,-1.186,diabetes
3435,35000,3989.715,5.045,prediabet
3436,4500,4171.283,-2.648,prediabet
3437,65000,3802.488,16.101,prediabet
3438,55000,3643.111,7.444,diabetes
3439,950,4791.266,3.381,Sehat
3440,8500,3997.572,-2.996,prediabet
3441,700,3738.547,-8.938,diabetes
3442,75000,3861.366,22.349,prediabet
3443,700,4195.191,-0.671,prediabet
3444,4000,3604.025,-9.854,diabetes
3445,450,3704.333,-5.52,diabetes
3446,350,3747.27,-3.92,diabetes
3447,8500,3460.134,-8.412,diabetes
3448,55000,3533.519,7.375,diabetes
3449,40000,3968.464,5.53,prediabet
3450,700,3970.324,-1.862,prediabet
3451,30000,3349.135,-4.996,diabetes
3452,500,4997.124,6.52,Sehat
3453,550,4172.846,0.275,prediabet
3454,35000,3605.42,-3.078,diabetes
3455,30000,3545.125,-5.02,diabetes
3456,8500,3674.305,-10.411,diabetes
3457,100000,2929.179,24.871,diabetes
3458,5500,3206.357,-10.417,diabetes
3459,7000,3977.398,-3.603,prediabet
3460,85000,3043.034,18.371,diabetes
3461,850,4820.534,3.768,Sehat
3462,85000,2998.318,18.273,diabetes
3463,50000,3583.15,4.292,diabetes
3464,350,4244.612,1.98,prediabet
3465,4000,4013.334,-3.635,prediabet
3466,75000,3894.064,22.282,prediabet
3467,2000,3425.94,-10.461,diabetes
3468,75000,4311.144,24.816,Sehat
3469,15000,3949.177,-1.256,prediabet
3470,15000,3508.776,-10.62,diabetes
3471,3000,4595.61,1.618,Sehat
3472,800,4832.744,4.065,Sehat
3473,100,4232.301,11.537,diabetes
3474,500,4358.663,0.869,prediabet
3475,6500,4163.864,-2.724,prediabet
3476,80000,4293.408,26.936,Sehat
3477,9500,3687.021,-9.171,diabetes
3478,9000,3936.617,-3.313,prediabet
3479,9000,4499.324,1.698,Sehat
3480,8000,3376.863,-10.376,diabetes
3481,70000,3730.5,18.282,prediabet
3482,3500,3952.879,-3.895,prediabet
3483,65000,4331.388,20.342,Sehat
3484,700,3647.849,-7.527,diabetes
3485,950,3510.749,-9.502,diabetes
3486,55000,3851.971,13.508,prediabet
3487,2500,3717.197,-9.52,diabetes
3488,75000,3403.185,15.116,diabetes
3489,95000,3422.09,24.888,diabetes
3490,45000,3436.829,2.063,diabetes
3491,700,4851.799,4.701,Sehat
3492,6500,3796.792,-8.21,diabetes
3493,600,4896.552,5.502,Sehat
3494,850,4829.123,3.933,Sehat
3495,25000,4414.971,4.399,Sehat
3496,200,5636.467,16.339,Sehat
3497,55000,4129.674,13.383,prediabet
3498,40000,3674.305,0.996,diabetes
3499,100,4180.281,12.05,diabetes
3500,8500,3657.475,-7.491,diabetes
